risk_score,event_count,total_usage,flagged_status,user_bin_score,days_since_activity,account_type,months_since_update,membership_flag,loyalty_tier,satisfaction_score,reported_fraud_flag,account_balance,num_transactions,high_risk_flag,account_age_years,stability_rank,rule_alert_flag,violation_count,device_consistency_flag,education_level,gender_flag,employment_status,recent_alerts,weeks_since_account_open
25,0,200,2,999,5,1,1,1,1,9,1,52428,11,2,1,1,0,0,1,1,2,2,0,21
6,0,200,0,999,1,3,5,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
22,0,4,0,999,4,1,7,1,1,9,0,52428,75,2,1,3,0,0,0,1,1,2,0,52
51,0,42,0,999,2,1,2,1,1,9,0,52428,1,2,5,2,0,3,1,1,1,1,0,52
3,0,4,0,999,1,3,10,2,1,9,1,996147,995,0,6,2,0,0,1,3,2,1,0,0
30,0,17,0,999,3,3,2,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,0,0
24,0,4,0,295,99,3,9,1,1,9,0,52428,995,0,6,9,0,0,2,1,1,1,0,0
26,0,17,0,149,2,3,1,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,1,0,0
58,0,40,2,999,2,3,6,1,1,9,1,996147,995,1,6,2,0,0,2,1,1,1,0,0
10,0,4,0,999,0,3,4,1,1,9,0,996147,995,0,6,9,0,0,1,3,2,2,0,0
9,0,5,0,999,9,3,10,2,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
21,0,17,0,999,2,3,3,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
53,0,49,0,295,3,3,4,1,1,9,1,52428,995,1,6,2,0,0,1,1,1,1,0,0
64,0,4,0,999,2,3,7,1,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
29,0,40,4,999,0,1,7,1,1,9,1,52428,100,2,6,3,0,0,2,1,1,1,0,17
20,0,4,0,999,8,3,4,1,1,9,0,52428,995,1,2,1,0,0,1,3,1,1,0,0
7,0,4,0,132,2,3,6,1,1,9,0,996147,995,0,6,1,0,0,2,1,2,1,0,0
17,0,4,0,999,2,3,6,1,1,9,0,996147,118,1,1,1,0,0,1,1,2,2,0,0
31,0,51,3,999,4,1,3,1,3,9,1,52428,119,2,6,2,0,0,2,1,1,2,0,50
46,0,35,0,999,2,1,3,1,1,9,0,52428,11,2,1,3,0,0,1,1,2,2,0,52
2,0,35,0,999,1,3,4,1,1,9,0,996147,995,0,6,2,0,1,1,1,2,1,0,0
56,0,29,0,149,0,1,3,1,1,9,1,52428,97,2,1,2,0,0,2,1,1,1,0,16
73,0,4,0,999,6,1,1,1,1,9,0,52428,124,2,6,2,0,0,1,1,1,1,0,52
0,0,4,0,150,2,1,6,1,1,9,0,52428,5,2,6,2,0,0,2,1,1,1,0,52
5,0,200,2,999,0,3,7,1,1,9,1,996147,995,0,6,2,0,0,2,1,1,1,0,0
0,0,6,0,999,2,3,6,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
39,0,42,0,999,3,3,2,2,1,9,0,996147,995,1,1,3,0,0,1,3,1,1,0,0
5,0,4,0,999,2,3,5,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,2,0,0
27,0,4,0,999,6,3,6,1,1,9,1,52428,995,1,1,2,0,0,1,1,2,2,0,12
31,0,4,0,999,2,1,1,1,1,9,0,52428,97,2,1,3,0,0,2,1,1,2,0,50
29,0,6,0,40,4,1,7,2,1,9,0,52428,102,2,1,1,0,0,1,3,1,1,0,26
4,0,4,0,999,1,3,7,1,1,9,1,996147,995,0,6,2,0,0,1,1,2,1,0,0
86,0,4,0,999,1,3,3,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
0,0,200,0,999,6,1,5,2,1,9,1,52428,5,2,5,2,0,0,2,1,1,1,0,40
50,0,541,0,999,3,3,2,2,1,9,0,52428,995,1,5,1,0,0,1,1,2,1,0,0
15,0,6,0,999,0,3,8,1,1,2,0,52428,995,1,1,2,0,4,1,1,2,1,0,0
5,0,28,0,999,99,3,4,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,2,0,0
5,0,4,0,999,0,3,5,2,1,9,1,996147,995,0,6,2,0,0,2,3,1,1,0,0
64,0,110,0,999,2,3,2,1,1,9,0,52428,995,1,6,9,0,0,1,1,1,1,0,0
52,0,5,0,999,0,3,1,1,1,9,1,996147,98,0,6,9,0,0,1,1,1,2,0,0
10,0,40,0,999,2,3,6,1,1,9,1,996147,995,0,6,2,0,0,1,1,1,1,0,0
31,0,5,0,999,2,1,2,1,1,9,0,52428,91,2,1,1,0,0,2,1,1,2,0,52
26,0,4,2,999,2,3,1,2,1,9,0,52428,995,2,4,9,0,0,1,1,1,1,0,51
6,0,29,2,999,1,3,9,2,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
42,0,39,0,999,6,1,19,2,1,9,0,52428,75,2,1,1,0,0,1,1,1,1,0,52
13,0,4,0,999,1,1,7,2,1,9,0,52428,108,2,1,1,0,0,1,1,1,1,0,52
80,0,5,0,999,2,3,4,1,1,9,0,52428,995,1,2,1,0,0,1,1,2,2,0,0
3,0,42,0,999,0,3,10,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,1,0,0
3,0,4,0,999,0,1,8,1,1,9,0,996147,104,0,2,2,0,0,2,1,2,1,0,0
12,0,4,0,999,0,3,4,1,1,9,0,996147,995,0,6,2,0,4,2,1,2,1,0,0
15,0,4,0,999,2,3,4,1,1,9,0,52428,118,1,1,2,0,0,1,1,2,1,0,0
11,0,200,0,150,1,3,7,1,1,9,1,996147,995,0,6,2,0,0,1,1,1,2,0,0
36,0,4,0,999,2,1,3,1,1,9,0,52428,1,2,6,2,0,0,1,1,1,2,0,39
18,0,4,0,999,3,1,2,1,1,9,1,52428,118,2,1,1,0,0,1,1,2,1,0,52
21,0,4,3,999,7,3,6,1,1,9,1,52428,995,1,1,3,0,0,2,2,2,1,0,0
38,0,4,0,999,2,1,3,1,1,9,0,52428,11,2,6,2,0,0,2,1,1,1,0,24
20,0,4,0,999,2,1,2,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,1,0,49
42,0,4,0,999,1,3,2,2,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
31,0,4,0,999,1,1,3,1,1,9,0,52428,75,2,1,2,0,0,2,1,1,2,0,40
2,0,6,0,999,1,3,6,2,1,9,1,996147,995,0,6,2,0,0,1,1,2,1,0,0
73,0,200,0,999,1,1,3,1,1,9,0,52428,11,2,6,9,0,0,2,1,1,1,0,50
2,0,4,0,999,2,3,5,1,1,9,1,996147,995,0,6,9,0,4,2,1,1,2,0,0
38,0,35,3,999,2,3,6,2,1,9,1,52428,995,1,5,2,0,0,1,1,2,1,0,0
2,0,48,0,999,0,3,19,2,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
19,0,200,0,999,2,3,5,2,1,9,1,52428,995,1,1,3,0,0,1,1,2,1,0,0
50,0,4,0,999,6,1,4,2,1,9,1,786432,131,2,1,3,0,0,2,1,1,1,0,26
77,0,17,0,1,4,3,4,1,1,9,0,52428,995,1,1,2,0,0,0,5,2,2,0,49
13,0,35,0,999,0,3,4,1,1,9,1,996147,995,0,6,2,0,0,2,1,1,1,0,0
4,0,4,0,999,0,3,1,1,1,2,0,996147,118,0,6,9,0,0,1,1,2,2,0,0
40,0,17,0,999,0,2,7,1,1,9,1,52428,120,2,1,3,0,0,2,1,1,2,0,39
63,0,40,0,999,2,1,5,2,1,9,0,52428,11,2,6,3,0,0,1,1,1,1,0,52
56,0,26,0,113,4,3,6,1,1,9,0,52428,118,1,1,1,0,0,1,3,2,1,0,0
30,0,40,0,999,11,1,8,1,1,9,0,52428,79,2,6,1,0,0,1,1,1,2,0,48
17,0,29,0,999,2,3,7,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,1,0,0
33,0,48,0,999,6,3,3,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,2,0,0
7,0,4,0,999,0,3,4,2,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
50,0,48,0,999,0,3,4,1,1,9,0,52428,995,1,1,9,0,0,2,1,2,1,0,0
16,0,4,0,999,4,1,3,1,1,9,0,52428,1,2,5,9,12,0,2,1,1,1,0,4
16,0,48,3,999,2,3,3,2,1,9,4,996147,995,1,6,3,0,0,2,1,2,1,0,0
13,0,5,0,999,2,2,4,1,1,9,0,52428,90,2,6,3,0,0,2,1,1,2,0,52
13,0,4,0,999,0,3,19,2,1,9,0,996147,995,0,6,1,0,0,1,3,1,1,0,0
14,0,53,0,999,0,3,6,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
33,0,4,0,999,6,3,2,2,1,9,0,52428,995,1,6,1,0,0,1,1,2,1,0,0
43,0,4,0,999,2,1,5,1,1,9,0,52428,91,2,1,3,0,0,2,1,1,2,0,32
20,0,35,0,999,10,1,2,1,1,9,0,52428,995,2,1,2,0,0,2,1,1,2,0,52
13,0,4,0,999,1,3,3,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,2,0,0
50,0,4,0,999,2,1,9,1,1,9,0,52428,102,2,1,2,0,0,2,1,1,1,0,0
12,0,4,0,999,0,1,8,2,1,9,0,52428,102,2,5,3,0,0,2,1,1,1,0,52
3,0,26,0,999,0,3,3,2,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,0
39,0,4,0,999,2,1,4,1,1,9,0,52428,5,2,6,1,0,0,1,1,1,1,0,52
37,18,200,2,999,7,1,7,1,1,9,0,52428,102,2,1,2,0,0,1,1,1,2,0,10
58,0,46,0,999,0,3,3,2,1,9,0,52428,995,1,6,2,0,0,1,3,1,1,0,0
32,0,4,0,999,7,1,1,1,1,9,0,52428,998,2,6,9,0,0,1,1,1,1,0,52
34,0,40,0,999,0,3,7,1,1,9,0,52428,995,1,6,3,0,0,2,1,1,2,0,0
9,0,4,0,999,9,3,3,1,1,9,1,52428,995,0,6,9,0,0,2,1,2,2,0,0
35,0,39,0,999,1,1,5,2,1,9,0,52428,120,2,1,1,0,0,1,1,1,1,0,21
26,0,4,0,999,7,1,2,1,1,9,0,52428,102,2,6,9,0,0,2,1,1,1,0,20
9,0,4,0,999,0,3,3,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,1,0,35
42,0,48,0,999,2,3,5,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
39,0,4,0,999,6,1,2,1,1,9,1,52428,11,2,1,2,0,0,1,1,2,1,0,21
8,0,4,0,159,0,3,3,2,1,9,1,996147,995,0,6,3,0,0,2,1,2,1,0,0
30,0,26,0,999,1,1,4,1,1,9,1,52428,1,2,6,3,0,0,2,1,2,1,0,52
26,0,5,0,999,1,1,3,1,1,9,1,52428,1,2,5,3,0,0,1,1,1,1,0,50
2,0,4,3,999,0,3,5,1,1,9,1,996147,995,0,6,9,0,0,2,2,1,2,0,0
42,0,17,0,999,10,3,3,2,1,9,0,996147,995,1,1,2,0,0,1,1,2,1,0,0
8,0,4,0,999,1,3,10,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
22,0,200,0,999,0,3,4,1,1,9,0,52428,995,1,2,2,0,0,2,1,2,1,0,0
5,0,40,0,999,0,3,19,2,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
12,0,40,0,999,0,3,3,1,1,9,0,996147,995,0,6,1,0,0,1,1,2,1,0,0
9,0,40,0,159,1,3,6,2,1,9,0,996147,995,0,6,2,0,0,1,3,1,1,0,0
52,0,4,0,999,2,3,10,2,1,9,0,52428,995,1,1,3,0,0,1,1,1,1,0,0
38,0,48,0,999,2,3,3,2,1,9,0,52428,995,1,1,1,0,0,1,1,1,1,0,0
47,0,29,0,999,2,3,3,1,1,9,0,52428,995,1,6,2,0,4,1,1,1,1,0,0
12,0,4,0,999,5,1,4,1,1,9,0,52428,5,2,6,2,0,0,2,1,1,2,0,52
22,0,25,0,999,2,1,9,1,1,9,0,52428,86,2,1,9,0,0,2,1,1,1,0,9
40,0,4,0,999,3,3,4,2,1,9,1,52428,995,1,6,3,0,0,2,1,1,1,0,0
13,0,4,0,999,0,3,4,2,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,0
23,0,29,0,999,2,1,4,1,1,9,0,52428,108,2,1,2,0,0,1,2,1,1,0,40
51,0,4,0,999,4,3,4,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,2,0,0
1,0,200,0,999,1,3,4,2,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
65,0,4,0,999,4,1,7,1,1,9,0,52428,123,2,6,9,0,0,1,1,1,1,0,52
11,0,48,0,999,1,3,6,1,1,9,0,996147,995,0,6,3,0,0,2,1,1,2,0,0
55,0,4,0,999,8,1,2,1,1,9,0,52428,79,2,1,1,0,0,1,1,1,1,0,52
48,0,54,0,87,1,1,1,1,1,9,1,52428,5,2,1,3,0,0,1,1,1,1,0,52
21,0,40,0,999,2,3,1,1,1,9,1,52428,98,1,1,3,0,0,2,1,2,2,0,0
32,0,5,0,999,0,1,4,1,1,9,1,52428,118,2,1,2,0,0,2,1,1,1,0,4
5,0,200,0,999,1,3,7,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
29,0,4,0,999,3,3,8,2,1,9,0,52428,995,1,1,2,0,0,1,3,2,1,0,0
11,0,18,0,999,0,3,5,1,1,9,1,996147,995,0,6,9,0,0,2,1,2,1,0,0
10,0,5,0,999,0,3,4,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,1,0,0
51,0,21,0,1,2,1,6,1,1,9,0,52428,11,2,5,2,0,4,2,1,1,2,0,52
63,0,4,0,999,2,3,9,1,1,9,0,52428,995,0,6,9,0,0,2,1,2,1,0,0
35,0,4,0,999,2,1,4,2,1,9,0,52428,100,2,1,3,0,0,1,3,1,1,0,52
29,0,42,0,1,4,1,2,1,1,9,0,52428,5,2,1,2,0,0,2,1,1,1,0,52
42,0,502,0,999,2,3,11,2,1,9,1,52428,995,1,1,1,0,0,1,1,2,1,0,0
58,0,40,3,999,2,1,8,1,1,9,1,52428,11,2,6,2,0,0,1,1,1,1,0,52
43,0,541,0,999,3,3,3,1,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
12,0,48,0,999,1,3,5,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,0
49,0,35,0,999,2,3,1,2,1,9,0,996147,995,1,5,1,0,0,1,3,2,1,0,0
39,0,4,0,999,2,1,3,2,1,9,0,52428,5,2,1,2,0,4,2,1,1,1,0,52
6,0,200,0,999,0,3,5,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,2,0,0
41,0,4,0,999,6,1,9,1,1,9,0,52428,100,2,2,2,0,0,2,1,1,2,0,13
27,0,6,0,999,4,3,2,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,1,0,0
27,0,48,0,999,6,1,1,1,1,9,0,52428,119,2,1,2,0,0,2,1,1,1,0,52
38,0,48,0,999,0,3,2,1,1,9,0,996147,995,1,6,2,0,0,1,1,1,1,0,0
18,0,4,0,999,3,1,7,1,1,9,1,52428,124,2,1,9,0,0,2,2,2,2,0,40
14,0,4,0,999,2,3,3,1,1,9,0,996147,995,1,1,1,0,1,1,1,2,2,0,0
18,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
13,18,500,0,999,0,3,5,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,2,0,0
25,0,4,0,999,6,2,4,1,1,9,0,52428,120,2,1,2,0,3,2,1,1,2,0,4
13,0,4,0,999,2,3,10,2,1,9,0,996147,995,0,6,9,0,0,1,3,2,1,0,0
19,0,6,0,999,6,3,5,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
2,0,5,0,999,0,3,3,1,1,9,1,996147,995,0,6,9,0,0,1,1,2,2,0,0
13,0,29,0,999,0,3,10,2,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
2,0,42,0,999,9,3,4,1,1,9,1,996147,995,0,6,2,0,4,2,1,2,2,0,0
12,0,4,0,999,10,1,3,1,1,9,1,52428,998,2,1,3,0,0,2,1,1,2,0,52
53,0,29,3,999,0,3,3,1,1,9,1,996147,995,0,6,3,0,0,2,1,1,1,0,0
54,0,48,0,999,6,1,1,2,1,9,0,52428,11,2,6,2,0,0,1,1,1,1,0,52
4,0,200,0,999,0,3,19,2,1,9,0,996147,995,0,6,3,0,0,2,1,1,1,0,0
30,0,4,0,999,6,1,6,1,1,9,0,52428,11,2,1,2,0,0,1,1,1,1,0,52
6,0,4,0,999,0,3,7,1,1,9,1,996147,995,0,6,2,0,0,2,1,1,1,0,0
13,0,40,0,120,0,3,8,2,1,9,0,996147,995,0,6,2,0,0,1,3,1,1,0,0
7,0,40,0,159,10,3,5,1,1,9,0,52428,995,1,1,3,0,0,2,1,1,2,0,0
15,0,26,0,999,0,3,2,1,1,9,1,52428,995,1,6,2,0,0,2,1,2,2,0,0
40,0,4,3,999,2,3,11,2,1,9,1,52428,995,1,1,2,0,4,1,3,2,1,0,0
35,0,19,0,999,10,1,1,1,1,9,0,52428,21,2,6,2,0,0,2,1,1,2,0,40
48,0,4,0,999,4,1,3,2,1,9,0,52428,114,2,1,2,0,0,1,1,1,1,0,52
31,0,31,0,999,6,1,1,1,1,9,1,52428,11,2,1,2,0,0,2,1,1,2,0,21
44,0,29,2,999,7,1,4,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,1,0,30
22,0,37,0,999,5,1,3,1,1,9,0,52428,108,2,1,1,0,0,1,3,1,2,0,40
40,0,4,0,999,3,1,7,1,1,9,1,52428,124,2,1,2,0,0,1,1,1,1,0,40
13,0,200,0,999,1,3,4,1,1,2,1,52428,995,0,6,2,0,0,2,1,2,1,0,0
48,0,4,0,999,4,1,1,1,1,9,1,52428,998,2,1,2,0,0,1,1,1,1,2,24
36,0,17,0,999,6,1,3,1,1,9,0,52428,1,2,1,2,0,4,1,1,2,1,0,52
25,0,4,0,999,5,1,8,1,1,9,1,52428,114,2,6,3,0,0,2,1,1,2,0,52
5,0,4,3,999,1,3,4,1,1,9,1,996147,995,0,6,2,0,0,2,1,1,1,0,35
62,0,210,0,999,0,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
1,0,20,0,999,0,3,3,1,1,9,1,996147,995,0,6,1,0,0,1,1,2,2,0,0
71,0,42,0,999,4,3,5,1,1,9,0,52428,995,2,4,2,0,0,2,1,1,1,0,52
24,0,10,0,999,7,1,2,1,1,9,1,52428,42,2,6,1,0,0,1,1,1,1,0,13
9,0,500,0,999,0,3,3,1,1,9,1,996147,995,0,6,3,0,0,1,3,1,1,0,0
2,0,4,0,999,0,3,7,1,1,9,0,996147,995,0,6,4,0,0,2,1,1,1,0,0
3,0,4,0,999,1,3,4,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,2,0,0
48,0,35,0,999,2,1,5,1,1,9,1,52428,1,2,1,2,0,0,2,1,2,2,0,52
9,0,4,0,999,2,3,1,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,1,0,0
69,0,40,0,999,3,3,5,1,1,9,0,52428,1,1,6,9,0,0,2,1,2,1,0,0
52,0,51,0,999,0,3,5,2,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
6,0,6,0,999,0,3,3,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
41,0,48,0,999,6,1,14,1,1,9,1,52428,102,2,6,1,0,0,2,1,1,2,0,52
5,0,17,0,999,1,3,6,1,1,9,1,996147,995,0,6,1,0,3,1,1,2,1,0,0
0,0,5,0,999,2,3,4,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,0,0
20,0,4,0,999,6,3,7,2,1,9,1,52428,118,1,6,2,0,0,2,3,2,1,0,0
5,0,48,0,999,0,3,9,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
3,0,200,0,999,0,3,4,2,1,9,0,996147,995,0,6,3,0,0,1,1,2,1,0,0
2,0,4,0,295,0,3,5,1,1,9,0,996147,995,0,6,2,0,0,1,3,2,1,0,0
32,0,200,0,999,1,1,4,1,1,9,1,52428,124,2,1,1,0,0,2,1,1,2,0,31
35,0,4,0,999,8,1,2,1,3,9,0,52428,98,2,6,3,0,0,2,1,1,2,0,46
32,0,4,0,999,10,3,3,1,1,9,0,52428,995,1,5,9,0,0,1,1,2,1,0,0
9,0,200,0,999,99,3,6,1,1,9,1,996147,995,0,6,9,0,0,1,1,1,1,0,0
27,0,29,0,999,5,3,5,2,1,9,0,52428,995,1,1,1,0,0,1,3,2,1,0,0
23,0,4,0,999,0,3,9,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
42,0,4,0,999,4,3,2,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
86,0,10,0,999,6,3,5,1,1,9,0,52428,995,1,1,3,0,3,2,3,2,2,0,0
43,0,4,0,999,2,3,5,1,1,9,0,52428,995,1,5,2,0,0,2,1,1,2,0,0
50,0,35,0,999,10,1,3,1,1,9,0,52428,86,2,1,3,0,0,2,1,1,1,0,38
2,0,40,0,999,2,3,9,2,1,9,1,996147,995,0,6,9,0,0,2,1,1,1,0,0
21,0,21,0,999,11,1,7,1,1,9,0,52428,75,2,1,1,0,0,1,3,1,2,0,13
26,0,48,0,999,2,1,3,1,1,9,0,52428,91,2,1,1,0,0,1,1,1,1,0,48
37,0,4,0,999,6,1,3,1,1,9,1,52428,1,2,6,2,0,0,2,1,1,2,0,39
29,0,200,0,999,2,1,2,1,1,9,0,52428,79,2,1,1,0,0,1,1,1,2,0,52
40,0,4,0,999,2,3,5,2,1,9,1,52428,995,1,6,3,0,0,2,1,2,1,0,0
22,0,20,0,999,6,1,3,1,1,9,0,52428,60,2,1,1,0,0,2,1,2,1,0,35
25,0,26,0,999,2,1,4,2,1,9,1,52428,11,2,1,1,0,0,1,3,1,1,0,52
59,0,4,0,999,1,3,6,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
10,0,4,0,999,0,3,9,2,1,9,1,996147,995,0,6,2,0,0,2,1,1,1,0,0
28,0,29,0,999,2,1,7,1,1,9,0,52428,86,2,2,3,0,0,2,1,1,2,0,24
9,0,462,3,999,0,3,10,1,1,9,1,996147,995,0,6,1,0,0,1,3,1,1,0,0
21,0,29,0,999,11,1,4,1,6,9,1,52428,1,2,1,2,0,0,1,1,1,2,0,40
77,0,4,0,999,7,3,11,2,1,9,0,52428,995,1,1,3,0,0,1,1,2,1,0,0
8,0,200,0,999,0,3,7,1,1,9,0,996147,118,0,6,2,0,0,2,1,1,2,0,0
15,0,4,3,999,3,3,2,1,1,9,1,996147,995,1,1,2,0,0,2,1,2,1,0,0
30,0,29,0,999,2,3,6,1,1,9,1,52428,995,1,2,1,0,0,1,1,2,2,0,0
34,0,54,0,999,2,3,7,1,1,9,0,52428,995,1,1,1,0,0,1,3,2,1,0,0
21,0,200,2,999,5,3,2,1,1,9,1,52428,995,1,1,3,0,0,2,2,2,2,0,0
17,0,30,0,999,10,3,4,2,1,9,0,786432,995,1,1,2,0,0,1,3,2,1,0,0
12,0,4,0,999,0,3,7,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
31,0,35,0,149,0,1,3,1,1,9,0,52428,124,2,1,1,0,0,1,1,1,1,0,0
22,0,48,0,999,2,3,2,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,1,0,0
0,0,29,0,999,9,3,4,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
22,0,4,0,999,2,3,2,1,1,9,0,52428,995,1,6,3,0,0,1,1,2,1,0,0
15,0,6,0,999,5,3,4,2,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
45,0,30,0,999,2,1,2,1,1,2,0,52428,79,2,6,1,0,0,1,1,1,1,0,17
1,0,39,0,999,1,3,6,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,1,0,0
40,0,200,0,999,2,1,9,1,1,9,0,52428,23,2,5,2,0,0,1,1,1,1,0,52
45,0,5,0,999,2,1,6,1,1,9,0,52428,998,2,6,9,0,0,1,1,2,1,0,52
16,0,40,0,999,6,3,1,1,1,9,0,52428,995,1,6,9,0,0,2,1,2,2,0,0
1,0,6,0,999,0,3,9,2,1,9,0,996147,995,0,6,2,0,0,1,3,1,1,0,0
20,0,4,0,999,2,3,4,2,1,9,0,52428,995,1,6,2,0,0,1,3,2,1,0,0
25,0,4,0,999,2,1,5,1,1,9,1,52428,42,2,1,3,0,0,2,1,1,1,0,20
50,0,19,0,999,2,3,8,2,1,9,0,52428,995,1,1,2,0,0,1,3,2,1,0,49
47,0,55,0,999,2,3,2,1,1,9,0,52428,995,1,2,2,0,0,2,2,2,1,0,0
35,0,27,0,999,6,1,1,2,1,9,0,52428,24,2,1,2,0,0,2,1,1,1,0,52
24,0,4,0,999,6,1,6,1,1,9,0,52428,75,2,6,1,0,0,1,1,1,1,0,52
3,0,4,0,999,0,3,5,2,1,9,0,996147,995,0,6,9,0,0,2,3,1,1,0,0
8,0,48,0,999,2,3,5,1,1,9,1,996147,995,0,6,2,0,0,1,1,2,1,0,0
31,0,4,0,999,2,3,4,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,2,0,0
25,0,31,0,999,4,1,5,2,1,9,1,52428,131,2,2,2,0,0,1,3,1,1,2,52
27,0,50,0,999,1,1,4,1,1,9,0,52428,75,2,1,3,0,3,2,1,2,1,0,52
51,0,4,0,999,99,3,1,2,1,9,1,52428,995,1,5,2,0,0,1,3,2,1,0,0
30,0,4,0,999,0,1,4,1,1,9,0,52428,5,2,1,2,0,0,2,1,1,1,0,52
37,0,48,0,999,2,3,2,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,2,0,0
23,0,5,0,999,8,1,1,1,1,9,0,52428,1,2,6,1,0,0,2,2,1,2,0,0
40,0,40,0,149,2,3,5,1,1,9,1,52428,995,1,1,1,0,0,1,1,1,1,0,0
33,0,19,0,999,10,1,3,1,1,9,0,52428,91,2,6,1,0,0,1,3,1,1,0,52
24,0,4,0,999,1,1,2,1,1,9,0,52428,100,2,1,2,0,0,2,1,1,1,0,52
23,0,4,0,999,1,3,4,2,1,9,1,996147,995,0,6,3,0,0,2,1,1,1,0,0
42,0,4,0,999,4,3,5,2,6,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
26,0,4,0,999,3,1,2,1,1,9,0,52428,1,2,1,2,0,0,1,1,1,1,0,52
26,0,500,0,999,1,3,2,1,1,9,0,52428,995,1,2,3,0,0,2,1,2,1,0,0
57,0,4,0,999,2,1,9,2,1,9,0,52428,1,2,6,1,0,0,1,1,1,1,0,21
5,0,4,0,999,1,3,7,2,1,0,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
18,0,200,0,999,2,3,7,2,1,9,1,52428,995,1,5,1,0,0,1,3,2,1,0,0
15,0,6,3,999,6,3,2,1,1,9,1,52428,995,1,5,9,0,0,1,1,2,1,0,0
27,0,54,0,1,2,1,1,1,1,9,0,52428,119,2,1,3,0,0,2,1,1,1,0,0
33,0,4,0,999,2,1,6,1,1,9,0,52428,99,2,1,1,0,0,1,1,1,2,0,20
11,0,29,0,999,0,3,9,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,2,0,0
27,0,17,0,999,1,1,4,1,1,9,0,52428,21,2,1,2,0,1,2,1,1,2,0,52
2,0,4,0,999,0,3,6,2,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
5,0,4,0,999,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,2,0,0
22,0,501,0,999,4,3,1,1,1,9,0,52428,995,1,6,1,0,0,1,1,1,2,0,0
42,0,25,0,999,6,3,7,1,1,9,0,52428,995,1,6,2,0,0,1,1,2,2,0,0
